ngram;time_slot;df;idft;df_idft
gratis perintah kelola;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
sekolah dapet makan;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
mbg anak sekolah;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
kelola transparan kppn;2025-08-09 13:00;1;2.3978952727983707;2.3978952727983707
cost awas maksimal;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
kelola harga at;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
gratis mbg kelola;2025-08-09 13:00;1;1.8870696490323797;1.8870696490323797
mbg kelola harga;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
aman anggar makan;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
kelola beneran manfaat;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
gratis jaga kelola;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
komitmen perintah makan;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
jaga kelola beneran;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
hadir bukti komitmen;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
bukti komitmen perintah;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
mbg hadir bukti;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
pakai sesuai atur;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
sesuai atur awas;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
gratis mbg dana;2025-08-09 13:00;1;2.1102132003465894;2.1102132003465894
dana pakai sesuai;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
bareng biar bersih;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
biar bersih hak;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
gizi gratis awas;2025-08-09 13:00;1;2.3978952727983707;2.3978952727983707
gratis awas bareng;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
bareng bareng biar;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
awas bareng bareng;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
hadir celah mark;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
mark up proses;2025-08-09 13:00;1;2.3978952727983707;2.3978952727983707
up proses transparan;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
mbg hadir celah;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
proses transparan at;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
gratis mbg hadir;2025-08-09 13:00;1;1.8870696490323797;1.8870696490323797
aman sehat siswa;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
gratis mbg aman;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
biddokkes polda metro;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
model awas padu;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
polda metro jaya;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
awas padu biddokkes;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
mbg aman sehat;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
usung model awas;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
metro jaya program;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
padu biddokkes polda;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
jaya program makan;2025-08-09 13:00;1;2.803360380906535;2.803360380906535
mbg makan bicep;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
makan bicep gratis;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis dana;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
pasar biar aman;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg wajib hukum;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis dana transparan;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
hukum kelola makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kelola makan gizi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-08-09 14:00;50;0.06252035698133393;3.1260178490666966
dana transparan harga;2025-08-09 14:00;3;2.1102132003465894;6.330639601039769
transparan harga pasar;2025-08-09 14:00;2;2.803360380906535;5.60672076181307
harga pasar biar;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
wajib hukum kelola;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg kelola transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis nyata mbg;2025-08-09 14:00;2;2.803360380906535;5.60672076181307
kelola transparan harga;2025-08-09 14:00;3;2.3978952727983707;7.193685818395112
beneran at cost;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
at cost awas;2025-08-09 14:00;5;2.1102132003465894;10.551066001732947
transparan harga beneran;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
awas uang negara;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis nyata;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
harga beneran at;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
cost awas uang;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
nyata mbg kelola;2025-08-09 14:00;2;2.803360380906535;5.60672076181307
at cost open;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
buktiin mbg makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
cost open mark;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg makan gizi;2025-08-09 14:00;10;1.0986122886681098;10.986122886681098
perintah buktiin mbg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis kelola transparan;2025-08-09 14:00;4;2.3978952727983707;9.591581091193483
harga at cost;2025-08-09 14:00;11;1.7047480922384253;18.752229014622678
transparan harga at;2025-08-09 14:00;4;2.1102132003465894;8.440852801386358
open mark up;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis kelola;2025-08-09 14:00;6;2.1102132003465894;12.661279202079537
awas anti korupsi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kelola buka harga;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
pasar awas anti;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg kelola buka;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
buka harga sesuai;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
harga sesuai pasar;2025-08-09 14:00;3;2.1102132003465894;6.330639601039769
sesuai pasar awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
cost mbg bpkp;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bpkp kpk pasti;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
pasti jalan jujur;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
buka at cost;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
atur dana makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis buka at;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
dana makan gizi;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
at cost mbg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kpk pasti jalan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
jujur mark up;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis buka;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
mbg bpkp kpk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
jalan jujur mark;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis sesuai harga;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anggar mbg makan;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
sesuai harga pasar;2025-08-09 14:00;2;1.7047480922384253;3.4094961844768505
harga pasar awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis sesuai;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis mbg program;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
program anggar kelola;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
transparan sesuai harga;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mark up awas;2025-08-09 14:00;2;1.550597412411167;3.101194824822334
mbg program anggar;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
sesuai harga anti;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
up awas kpk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kelola transparan sesuai;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
harga anti mark;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anti mark up;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
gizi gratis mbg;2025-08-09 14:00;14;0.7884573603642703;11.038403045099784
anggar kelola transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
perintah makan gizi;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
mbg bukti peduli;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
peduli perintah makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis kelola kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
harga ikut pasar;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
awas bpkp kpk;2025-08-09 14:00;5;1.550597412411167;7.752987062055835
ikut pasar awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kppn harga ikut;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bpkp kpk maksimal;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kelola kppn harga;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
pasar awas bpkp;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bukti peduli perintah;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
cost mark up;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
buka prioritas utama;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
up kelola buka;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
at cost mark;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
gratis mbg at;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
mbg at cost;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
mark up kelola;2025-08-09 14:00;2;2.803360380906535;5.60672076181307
kelola buka prioritas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg bikin makan;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
gizi gratis program;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
gratis program bersih;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bikin makan gizi;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
kppn awas bpkp;2025-08-09 14:00;2;1.8870696490323797;3.7741392980647595
program bersih proses;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bersih proses transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
proses transparan kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
transparan kppn awas;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
at cost proses;2025-08-09 14:00;1;1.8870696490323797;1.8870696490323797
anak bangsa prioritas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis anggar at;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
up awas bpkp;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
cost proses transparan;2025-08-09 14:00;1;2.1102132003465894;2.1102132003465894
bangsa prioritas mbg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bukti anak bangsa;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
proses transparan no;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
no mark up;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
gizi gratis anggar;2025-08-09 14:00;4;2.1102132003465894;8.440852801386358
transparan no mark;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
prioritas mbg makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anggar at cost;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
bukti layan makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg bukti layan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis jalan sistem;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
sistem awas ekstra;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
jalan sistem awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis jalan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
layan makan gizi;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
awas ekstra ketat;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
proses anggar transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
hadir makan gizi;2025-08-09 14:00;5;1.7047480922384253;8.523740461192126
gizi gratis proses;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
gratis proses anggar;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
janji mbg hadir;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg hadir makan;2025-08-09 14:00;3;1.7047480922384253;5.114244276715276
gak janji mbg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
anggar transparan awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
proses uang buka;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
awas kppn plus;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis aman;2025-08-09 14:00;3;2.1102132003465894;6.330639601039769
aman proses uang;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kppn plus lembaga;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
uang buka awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis aman proses;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
buka awas kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
lembaga anti korupsi;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
plus lembaga anti;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg ajak percaya;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
awas langsung bpkp;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
transparan kppn harga;2025-08-09 14:00;3;2.3978952727983707;7.193685818395112
langsung bpkp kpk;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
kppn harga at;2025-08-09 14:00;2;2.1102132003465894;4.220426400693179
cost awas langsung;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
ajak percaya makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kelola transparan kppn;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
percaya makan gizi;2025-08-09 14:00;3;2.803360380906535;8.410081142719605
ketat bpkp kpk;2025-08-09 14:00;3;2.3978952727983707;7.193685818395112
ada mbg jamin;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis bersih;2025-08-09 14:00;3;2.1102132003465894;6.330639601039769
bersih celah korupsi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis bersih celah;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
celah korupsi anggar;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
korupsi anggar pegang;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
pegang kppn awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
awas ketat bpkp;2025-08-09 14:00;3;2.1102132003465894;6.330639601039769
bpkp kpk harga;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
jamin makan gizi;2025-08-09 14:00;3;2.3978952727983707;7.193685818395112
kpk harga at;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
kppn awas ketat;2025-08-09 14:00;3;2.803360380906535;8.410081142719605
anggar pegang kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg jamin makan;2025-08-09 14:00;3;2.803360380906535;8.410081142719605
gratis anggar super;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
perintah bukti komitmen;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
komitmen makan gizi;2025-08-09 14:00;2;2.3978952727983707;4.795790545596741
super transparan kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
cost awas ketat;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
pasar at cost;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
anggar super transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kppn harga pasar;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
harga pasar at;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bukti komitmen makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis aman sasar;2025-08-09 14:00;2;2.803360380906535;5.60672076181307
cost bpkp plus;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kelola biaya at;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
aman sasar kppn;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
plus kpk pastiin;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kpk pastiin gak;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
pastiin gak mainin;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
at cost bpkp;2025-08-09 14:00;2;2.1102132003465894;4.220426400693179
sasar kppn kelola;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
biaya at cost;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gak mainin dana;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kppn kelola biaya;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bpkp plus kpk;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
at cost zero;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
cost zero manipulasi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kpk dana transparan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis mbg libat;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
bpkp kpk dana;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
libat awas ketat;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg libat awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
atur super ketat;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis atur;2025-08-09 14:00;3;2.3978952727983707;7.193685818395112
korupsi mbg makan;2025-08-09 14:00;1;2.3978952727983707;2.3978952727983707
ruang korupsi mbg;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
super ketat awas;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis atur super;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gratis beneran kawal;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
gizi gratis beneran;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
janji makan gizi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
aman layak anak;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
beneran kawal detail;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
kawal detail aman;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
mbg janji makan;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
layak anak indonesia;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
detail aman layak;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
ga celah korupsi;2025-08-09 14:00;1;2.803360380906535;2.803360380906535
