ngram;time_slot;df;df_prev;idft;boost;df_idft;is_entity;entity_type
gratis nikmat;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
jamin makan;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
anak sekolah;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
sekolah dapet;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
perintah kelola;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
awas mark;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg kelola;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
aman anggar;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
kelola harga;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
kelola beneran;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
komitmen perintah;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
bukti komitmen;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
hadir bukti;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
jaga kelola;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
beneran manfaat;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
pakai sesuai;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
sesuai atur;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
atur awas;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
gratis awas;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
bareng biar;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
bareng bareng;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
biar bersih;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
bersih hak;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
proses transparan;2025-08-09 13:00;1;3;3.140066;1.0;3.140066;False;
up proses;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
hadir celah;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
sehat siswa;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
padu biddokkes;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
model awas;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
mbg aman;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
awas padu;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
biddokkes polda;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
jaya program;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
metro jaya;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
usung model;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
polda metro;2025-08-09 13:00;1;0;4.526361;1.0;4.526361;False;
bicep gratis;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
makan bicep;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg makan;2025-08-09 14:00;11;14;1.81831;1.0;20.001414;False;
mbg wajib;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
biar aman;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
dana transparan;2025-08-09 14:00;4;4;2.916923;1.0;11.66769;False;
hukum kelola;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis dana;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
kelola makan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
wajib hukum;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
pasar biar;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gizi gratis;2025-08-09 14:00;50;59;0.432016;1.0;21.600798;False;
harga pasar;2025-08-09 14:00;5;3;3.140066;1.0;15.700331;False;
makan gizi;2025-08-09 14:00;50;59;0.432016;1.0;21.600798;False;
transparan harga;2025-08-09 14:00;9;3;3.140066;1.0;28.260595;False;
mbg kelola;2025-08-09 14:00;3;1;3.833213;1.0;11.49964;False;
gratis nyata;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
uang negara;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
beneran at;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
harga beneran;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kelola transparan;2025-08-09 14:00;7;4;2.916923;1.0;20.418458;False;
cost awas;2025-08-09 14:00;5;6;2.58045;1.0;12.902252;False;
at cost;2025-08-09 14:00;23;27;1.194156;1.0;27.465588;False;
awas uang;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
nyata mbg;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
gratis kelola;2025-08-09 14:00;6;1;3.833213;1.0;22.99928;False;
open mark;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
harga at;2025-08-09 14:00;11;11;2.041454;1.0;22.455993;False;
buktiin mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mark up;2025-08-09 14:00;13;10;2.128465;1.0;27.670048;False;
cost open;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
perintah buktiin;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
pasar awas;2025-08-09 14:00;3;0;4.526361;1.0;13.579082;False;
buka harga;2025-08-09 14:00;3;4;2.916923;1.0;8.750768;False;
awas anti;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anti korupsi;2025-08-09 14:00;2;2;3.427748;1.0;6.855496;False;
harga sesuai;2025-08-09 14:00;3;2;3.427748;1.0;10.283245;False;
kelola buka;2025-08-09 14:00;4;4;2.916923;1.0;11.66769;False;
sesuai pasar;2025-08-09 14:00;3;2;3.427748;1.0;10.283245;False;
jalan jujur;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kpk pasti;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
jujur mark;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
buka at;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
atur dana;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bpkp kpk;2025-08-09 14:00;17;20;1.481838;1.5;37.786871;True;ORG
gratis buka;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
mbg bpkp;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
pasti jalan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
dana makan;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
cost mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anggar mbg;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
gratis sesuai;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
sesuai harga;2025-08-09 14:00;3;3;3.140066;1.0;9.420198;False;
anti mark;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
mbg program;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
transparan sesuai;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
program anggar;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anggar kelola;2025-08-09 14:00;1;5;2.734601;1.0;2.734601;False;
up awas;2025-08-09 14:00;2;3;3.140066;1.0;6.280132;False;
awas kpk;2025-08-09 14:00;2;0;4.526361;1.5;13.579082;True;ORG
harga anti;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis mbg;2025-08-09 14:00;14;20;1.481838;1.0;20.745733;False;
bukti peduli;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
kelola kppn;2025-08-09 14:00;2;4;2.916923;1.5;8.750768;True;ORG
kppn harga;2025-08-09 14:00;5;2;3.427748;1.5;25.708112;True;ORG
awas bpkp;2025-08-09 14:00;7;12;1.961411;1.5;20.594817;True;ORG
harga ikut;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
perintah makan;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
peduli perintah;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
ikut pasar;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
kpk maksimal;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
mbg bukti;2025-08-09 14:00;3;3;3.140066;1.0;9.420198;False;
prioritas utama;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg at;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
buka prioritas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
up kelola;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
cost mark;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
program bersih;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
proses transparan;2025-08-09 14:00;2;4;2.916923;1.0;5.833845;False;
bersih proses;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg bikin;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
bikin makan;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
gratis program;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
transparan kppn;2025-08-09 14:00;5;5;2.734601;1.5;20.509508;True;ORG
kppn awas;2025-08-09 14:00;8;8;2.329136;1.5;27.949631;True;ORG
anggar at;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
anak bangsa;2025-08-09 14:00;3;5;2.734601;1.0;8.203803;False;
prioritas mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
cost proses;2025-08-09 14:00;1;3;3.140066;1.0;3.140066;False;
no mark;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
gratis anggar;2025-08-09 14:00;4;3;3.140066;1.0;12.560265;False;
bangsa prioritas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
transparan no;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bukti anak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
bukti layan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
ekstra ketat;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
jalan sistem;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
sistem awas;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis jalan;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
layan makan;2025-08-09 14:00;2;0;4.526361;1.0;9.052721;False;
awas ekstra;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
hadir makan;2025-08-09 14:00;5;4;2.916923;1.0;14.584613;False;
gak janji;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
anggar transparan;2025-08-09 14:00;4;1;3.833213;1.0;15.332853;False;
transparan awas;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
gratis proses;2025-08-09 14:00;1;1;3.833213;1.0;3.833213;False;
proses anggar;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
janji mbg;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
mbg hadir;2025-08-09 14:00;11;9;2.223775;1.0;24.46153;False;
lembaga anti;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
uang buka;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
gratis aman;2025-08-09 14:00;3;1;3.833213;1.0;11.49964;False;
kppn plus;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
awas kppn;2025-08-09 14:00;1;0;4.526361;1.5;6.789541;True;ORG
proses uang;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
plus lembaga;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
buka awas;2025-08-09 14:00;1;2;3.427748;1.0;3.427748;False;
aman proses;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
ajak percaya;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
percaya makan;2025-08-09 14:00;3;0;4.526361;1.0;13.579082;False;
mbg ajak;2025-08-09 14:00;1;0;4.526361;1.0;4.526361;False;
awas langsung;2025-08-09 14:00;2;1;3.833213;1.0;7.666427;False;
langsung bpkp;2025-08-09 14:00;1;1;3.833213;1.5;5.74982;True;ORG
awas ketat;2025-08-09 14:00;6;3;3.140066;1.0;18.840397;False;
